type,subtype,updated_type,updated_subtype,updated_subsubtype,binned_latitude,binned_longitude,alert_count
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.93,-87.8,23
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.74,-87.63,23
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.86,-87.73,23
JAM,Unclassified,Jam,Unclassified,Unclassified,41.79,-87.59,23
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.79,-87.76,23
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,42.01,-87.67,23
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.93,-87.77,23
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.74,-87.58,23
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.85,-87.71,23
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.86,-87.64,23
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.75,-87.62,23
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.82,-87.61,23
JAM,Unclassified,Jam,Unclassified,Unclassified,41.74,-87.67,23
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.88,-87.66,23
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.91,-87.63,23
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.96,-87.73,23
JAM,Unclassified,Jam,Unclassified,Unclassified,41.78,-87.7,23
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.95,-87.79,23
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.71,-87.6,23
ROAD_CLOSED,ROAD_CLOSED_EVENT,Road_closed,Event,Unclassified,41.88,-87.66,23
ROAD_CLOSED,Unclassified,Road_closed,Unclassified,Unclassified,41.74,-87.63,23
JAM,Unclassified,Jam,Unclassified,Unclassified,42.0,-87.73,23
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.82,-87.72,23
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.81,-87.63,23
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.81,-87.68,23
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.87,-87.63,23
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.79,-87.59,23
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.95,-87.66,23
JAM,Unclassified,Jam,Unclassified,Unclassified,41.84,-87.71,23
JAM,Unclassified,Jam,Unclassified,Unclassified,41.79,-87.79,23
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.93,-87.68,23
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.95,-87.76,23
JAM,Unclassified,Jam,Unclassified,Unclassified,41.78,-87.69,23
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.93,-87.65,23
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.8,-87.65,23
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.78,-87.69,23
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.85,-87.74,23
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.67,-87.59,23
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.79,-87.6,23
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.78,-87.72,23
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.85,-87.71,23
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.85,-87.73,23
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.86,-87.74,23
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.85,-87.61,23
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.79,-87.76,23
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.78,-87.61,23
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.78,-87.67,23
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,42.01,-87.7,23
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.94,-87.84,23
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.98,-87.66,23
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,42.02,-87.67,23
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,42.0,-87.78,23
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.95,-87.81,23
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.94,-87.79,23
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.81,-87.65,23
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.81,-87.6,23
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.94,-87.81,22
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,42.01,-87.69,22
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.9,-87.75,22
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.9,-87.67,22
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.99,-87.69,22
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.88,-87.65,22
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.76,-87.58,22
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.72,-87.67,22
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,42.0,-87.82,22
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.81,-87.68,22
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.82,-87.63,22
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.72,-87.65,22
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.82,-87.69,22
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.89,-87.7,22
JAM,Unclassified,Jam,Unclassified,Unclassified,41.76,-87.58,22
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.98,-87.79,22
JAM,Unclassified,Jam,Unclassified,Unclassified,41.75,-87.72,22
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.94,-87.64,22
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.84,-87.73,22
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.79,-87.67,22
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.81,-87.75,22
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.81,-87.71,22
JAM,Unclassified,Jam,Unclassified,Unclassified,41.76,-87.61,22
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.98,-87.9,22
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.77,-87.57,22
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,42.02,-87.68,22
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.94,-87.66,22
JAM,Unclassified,Jam,Unclassified,Unclassified,41.74,-87.66,22
JAM,Unclassified,Jam,Unclassified,Unclassified,41.74,-87.64,22
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.96,-87.79,22
JAM,Unclassified,Jam,Unclassified,Unclassified,41.94,-87.74,22
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.84,-87.72,22
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.84,-87.65,22
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.78,-87.6,22
ROAD_CLOSED,ROAD_CLOSED_EVENT,Road_closed,Event,Unclassified,41.9,-87.63,22
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.82,-87.65,22
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.79,-87.7,22
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.93,-87.8,22
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.8,-87.59,22
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.99,-87.88,22
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.96,-87.78,22
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.86,-87.69,22
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,42.0,-87.72,22
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.83,-87.6,22
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.74,-87.66,22
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.92,-87.76,22
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.99,-87.77,22
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.98,-87.8,22
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.73,-87.59,22
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.93,-87.77,22
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.98,-87.88,22
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.95,-87.8,22
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.8,-87.73,22
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.86,-87.7,22
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.8,-87.74,22
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.97,-87.67,22
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.99,-87.72,22
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.95,-87.71,22
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.71,-87.63,22
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.8,-87.69,22
JAM,Unclassified,Jam,Unclassified,Unclassified,42.02,-87.68,22
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.96,-87.78,22
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,42.0,-87.75,22
HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Hazard,On_road,Lane_closed,41.88,-87.65,22
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.99,-87.66,22
JAM,Unclassified,Jam,Unclassified,Unclassified,41.78,-87.57,22
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.87,-87.77,22
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.92,-87.76,22
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.95,-87.73,22
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.9,-87.66,22
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.94,-87.69,22
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.91,-87.65,22
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.95,-87.78,22
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.93,-87.75,22
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.82,-87.75,22
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.82,-87.69,21
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.87,-87.66,21
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.96,-87.76,21
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.99,-87.71,21
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.98,-87.68,21
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.82,-87.7,21
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.95,-87.64,21
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.68,-87.68,21
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.91,-87.73,21
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.97,-87.71,21
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.9,-87.68,21
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.87,-87.74,21
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.86,-87.69,21
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.98,-87.73,21
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.99,-87.65,21
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.78,-87.68,21
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.66,-87.59,21
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.74,-87.65,21
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.8,-87.58,21
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.66,-87.58,21
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.97,-87.78,21
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.99,-87.79,21
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.84,-87.63,21
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.79,-87.68,21
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.97,-87.65,21
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.91,-87.75,21
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.81,-87.67,21
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.87,-87.69,21
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.79,-87.65,21
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.98,-87.78,21
ROAD_CLOSED,Unclassified,Road_closed,Unclassified,Unclassified,41.9,-87.65,21
JAM,Unclassified,Jam,Unclassified,Unclassified,41.8,-87.73,21
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.94,-87.65,21
HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Hazard,On_road,Lane_closed,41.91,-87.68,21
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.81,-87.67,21
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.81,-87.62,21
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.82,-87.7,21
JAM,Unclassified,Jam,Unclassified,Unclassified,41.91,-87.78,21
JAM,Unclassified,Jam,Unclassified,Unclassified,41.66,-87.57,21
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.87,-87.77,21
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.88,-87.7,21
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.95,-87.66,21
JAM,Unclassified,Jam,Unclassified,Unclassified,41.99,-87.78,21
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.82,-87.68,21
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.8,-87.71,21
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.82,-87.6,21
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.8,-87.6,21
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.82,-87.64,21
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.82,-87.7,21
JAM,Unclassified,Jam,Unclassified,Unclassified,41.81,-87.68,21
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.79,-87.75,21
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.96,-87.67,21
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,42.0,-87.66,21
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.67,-87.59,21
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,42.0,-87.79,21
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.99,-87.7,21
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.95,-87.79,21
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.86,-87.67,21
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.9,-87.63,21
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.71,-87.6,21
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.95,-87.79,21
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.95,-87.68,21
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.86,-87.7,21
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.98,-87.85,21
ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Unclassified,41.71,-87.6,21
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.77,-87.59,21
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.78,-87.8,21
JAM,Unclassified,Jam,Unclassified,Unclassified,41.76,-87.59,21
ROAD_CLOSED,ROAD_CLOSED_EVENT,Road_closed,Event,Unclassified,41.89,-87.64,21
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.89,-87.7,21
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,42.0,-87.79,21
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.75,-87.64,21
JAM,Unclassified,Jam,Unclassified,Unclassified,41.92,-87.8,21
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.97,-87.83,21
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.81,-87.75,21
JAM,Unclassified,Jam,Unclassified,Unclassified,41.79,-87.75,21
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.8,-87.68,21
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.72,-87.58,21
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.75,-87.59,21
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.95,-87.77,21
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,42.01,-87.83,20
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,42.0,-87.8,20
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.97,-87.7,20
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.78,-87.67,20
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.87,-87.62,20
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.99,-87.77,20
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.98,-87.72,20
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.9,-87.62,20
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.86,-87.69,20
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.94,-87.71,20
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.94,-87.78,20
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,42.0,-87.73,20
ROAD_CLOSED,ROAD_CLOSED_EVENT,Road_closed,Event,Unclassified,41.86,-87.7,20
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.83,-87.68,20
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.87,-87.68,20
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,42.0,-87.72,20
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.91,-87.71,20
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.78,-87.57,20
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.83,-87.7,20
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.81,-87.61,20
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.85,-87.69,20
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.9,-87.69,20
ROAD_CLOSED,Unclassified,Road_closed,Unclassified,Unclassified,41.95,-87.76,20
ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Unclassified,41.71,-87.64,20
JAM,Unclassified,Jam,Unclassified,Unclassified,41.81,-87.62,20
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.97,-87.65,20
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.94,-87.76,20
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.79,-87.75,20
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.87,-87.74,20
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.74,-87.74,20
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.88,-87.65,20
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.81,-87.71,20
ROAD_CLOSED,Unclassified,Road_closed,Unclassified,Unclassified,41.85,-87.64,20
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.91,-87.62,20
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.71,-87.61,20
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.79,-87.6,20
ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Unclassified,41.87,-87.7,20
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.87,-87.75,20
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.7,-87.63,20
ROAD_CLOSED,Unclassified,Road_closed,Unclassified,Unclassified,41.89,-87.78,20
JAM,Unclassified,Jam,Unclassified,Unclassified,41.85,-87.74,20
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.95,-87.69,20
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.78,-87.78,20
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.79,-87.72,20
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.81,-87.65,20
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.92,-87.74,20
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.85,-87.68,20
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.83,-87.64,20
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.87,-87.73,20
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.79,-87.58,20
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.72,-87.67,20
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.79,-87.7,20
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.98,-87.9,20
HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,Hazard,On_road,Car_stopped,41.94,-87.7,20
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.99,-87.74,20
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.85,-87.72,20
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.78,-87.79,20
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.97,-87.82,20
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.95,-87.67,20
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.97,-87.64,20
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.77,-87.58,20
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.84,-87.72,20
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.79,-87.62,20
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,41.89,-87.75,20
